pgfam	Escherichia_coli_str._K-12_substr._MG1655	Escherichia_coli_strain_1408270010	Escherichia_coli_strain_1409150006	Escherichia_coli_strain_1512290008	Escherichia_coli_strain_1409160003	Escherichia_coli_strain_20170221001	Escherichia_coli_NC101	Escherichia_coli_strain_1512290026	Escherichia_coli_IHE3034	Escherichia_coli_UTI89
PGF_02139563	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02109968	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02105064	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02104569	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02096336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02087077	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02085373	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02077043	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02075427	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02069837	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02061452	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02059020	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02035040	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02031353	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02029783	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02029456	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02019462	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02011760	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_02011692	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01979294	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01972356	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01960322	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01959179	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01956528	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01953726	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01937476	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01935566	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01932859	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01928821	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01923866	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01922063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01920828	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01917480	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01915472	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01900675	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01898991	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01875008	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01873735	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01853493	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01837778	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01811659	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01810305	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01809653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01807874	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01797074	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01796289	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01781189	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01776925	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01776684	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01776259	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01772611	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01771963	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01763778	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01761390	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01756547	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01756427	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01748119	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01747642	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01747364	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01745391	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01737397	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01730118	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01726878	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01715955	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01709666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01708405	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01682834	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01682090	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01681855	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01681537	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01678333	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01674551	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01673335	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01670799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01668012	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01653368	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01647793	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01641254	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01641226	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01640375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01634876	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01632789	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01632255	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01631310	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01628894	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01627272	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01625548	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01625234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01624650	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01614738	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01613113	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01603398	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01603132	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01602421	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01596785	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01596430	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01586506	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01580528	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01574872	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01574733	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01574344	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01569608	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01568912	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01568337	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01557745	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01554605	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01553714	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01544778	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01544095	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01542417	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01542386	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01534078	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01528300	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01522234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01522203	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01519213	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01514111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01484108	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01482614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01479318	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01477459	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01467683	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01467052	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01466629	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01465362	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01455467	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01443105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01442793	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01442763	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01430214	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01427545	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01420802	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01412799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01400330	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01387916	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01386369	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01386366	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01386354	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01386347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01382519	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01366266	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01365164	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01353801	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01309240	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01291823	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01291506	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01286550	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01248546	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01219411	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01217385	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01216478	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01213071	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01212739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01198982	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01189572	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01176589	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01176567	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01175575	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01174807	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01174787	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01171887	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01170650	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01170625	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01167975	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01167113	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01151090	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01147190	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01138219	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01137124	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01135236	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01126005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01114144	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01110486	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01089656	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01084675	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01083115	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01078020	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01075744	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01074065	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01073011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01072302	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01072023	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01066545	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01059655	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01054379	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01053024	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01052212	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01043799	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01036334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01033782	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01033770	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01033123	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01029251	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01022008	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01013156	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01010490	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01007542	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_01003614	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00993530	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00990926	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00985834	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00984073	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00980997	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00979882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00977978	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00974916	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00973394	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00970618	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00964947	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00964179	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00958358	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00956915	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00955312	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00950554	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00949228	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00945778	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00926610	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00926109	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00925585	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00924816	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00922738	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00918275	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00912265	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00911329	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00910575	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00909019	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00906364	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00906049	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00905234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00904010	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00903690	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00902417	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00900122	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00886151	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00876943	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00876106	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00862519	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00861656	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00853991	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00847718	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00843497	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00835800	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00830263	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00822481	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00821117	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00820102	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00818774	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00808195	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00805014	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00794375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00786719	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00785326	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00780840	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00777996	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00777371	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00776999	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00769755	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00766825	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00766022	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00736089	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00734739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00730641	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00716737	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00709681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00709443	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00707140	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00706508	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00700305	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00699739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00696203	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00692866	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00689961	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00685189	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00668579	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00668429	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00666544	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00662997	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00660064	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00653980	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00649271	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00648450	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00648054	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00648021	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00647137	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00645831	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00644224	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00634936	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
PGF_00625415	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
